;caseid;activity;start_timestamp;end_timestamp;SLA MIN;label;WIP
66;Case01;A26;2017-07-12 14:29:00;2017-07-12 14:34:00;60.0;1;1
39;Case01;A35;2017-07-12 14:29:00;2017-07-12 14:29:00;60.0;1;1
53;Case01;A14;2017-07-12 14:29:00;2017-07-12 14:29:00;60.0;1;1
60;Case01;A23;2017-07-12 14:34:00;2017-07-12 14:34:00;60.0;1;1
49;Case01;A12;2017-07-12 14:34:00;2017-07-12 14:40:00;60.0;1;1
61;Case01;A24;2017-07-12 14:35:00;2017-07-12 14:37:00;60.0;1;1
62;Case01;A25;2017-07-12 14:37:00;2017-07-12 14:37:00;60.0;1;1
54;Case01;A15;2017-07-12 14:37:00;2017-07-12 14:41:00;60.0;1;1
45;Case01;A8;2017-07-12 14:39:00;2017-07-12 14:39:00;60.0;1;1
44;Case01;A7;2017-07-12 14:41:00;2017-07-12 14:41:00;60.0;1;1
51;Case01;A37;2017-07-12 14:46:00;2017-07-12 14:49:00;60.0;1;1
52;Case01;A38;2017-07-12 14:51:00;2017-07-12 14:51:00;60.0;1;1
57;Case01;A17;2017-07-12 14:52:00;2017-07-12 14:52:00;60.0;1;1
63;Case01;A41;2017-07-12 14:53:00;2017-07-12 14:53:00;60.0;1;1
64;Case01;A42;2017-07-12 14:54:00;2017-07-12 14:56:00;60.0;1;1
58;Case01;A18;2017-07-12 14:55:00;2017-07-12 15:01:00;60.0;1;1
65;Case01;A43;2017-07-12 14:59:00;2017-07-12 14:59:00;60.0;1;1
68;Case01;A29;2017-07-12 15:05:00;2017-07-12 15:08:00;60.0;1;1
59;Case01;A19;2017-07-12 15:07:00;2017-07-12 15:07:00;60.0;1;1
67;Case01;A27;2017-07-12 15:07:00;2017-07-12 15:18:00;60.0;1;1
55;Case01;A39;2017-07-12 15:12:00;2017-07-12 15:14:00;60.0;1;1
56;Case01;A40;2017-07-12 15:15:00;2017-07-12 15:15:00;60.0;1;1
48;Case01;A11;2017-07-12 15:15:00;2017-07-12 15:30:00;60.0;1;1
70;Case01;A31;2017-07-12 15:16:00;2017-07-12 15:16:00;60.0;1;1
50;Case01;A13;2017-07-12 15:16:00;2017-07-12 15:28:00;60.0;1;1
69;Case01;A30;2017-07-12 15:20:00;2017-07-12 15:31:00;60.0;1;1
38;Case01;A34;2017-07-12 15:29:00;2017-07-12 15:29:00;60.0;1;1
40;Case01;A36;2017-07-12 15:31:00;2017-07-12 15:31:00;60.0;1;1
42;Case01;A5;2017-07-12 15:31:00;2017-07-12 15:31:00;60.0;1;1
35;Case01;A2;2017-07-12 15:34:00;2017-07-12 15:34:00;60.0;1;1
71;Case01;A32;2017-07-12 15:34:00;2017-07-12 15:34:00;60.0;1;1
46;Case01;A9;2017-07-12 15:34:00;2017-07-12 15:34:00;60.0;1;1
1288;Case35;A0;2017-07-13 06:59:00;2017-07-13 07:01:00;45.0;1;1
1289;Case35;A1;2017-07-13 07:02:00;2017-07-13 07:02:00;45.0;1;1
1291;Case35;A3;2017-07-13 07:02:00;2017-07-13 07:04:00;45.0;1;1
1294;Case35;A35;2017-07-13 07:03:00;2017-07-13 07:03:00;45.0;1;1
1292;Case35;A33;2017-07-13 07:03:00;2017-07-13 07:03:00;45.0;1;1
1323;Case35;A26;2017-07-13 07:04:00;2017-07-13 07:07:00;45.0;1;1
1298;Case35;A6;2017-07-13 07:05:00;2017-07-13 07:05:00;45.0;1;1
1296;Case35;A4;2017-07-13 07:05:00;2017-07-13 07:05:00;45.0;1;1
1302;Case35;A10;2017-07-13 07:06:00;2017-07-13 07:15:00;45.0;1;1
1325;Case35;A29;2017-07-13 07:08:00;2017-07-13 07:11:00;45.0;1;1
1304;Case35;A12;2017-07-13 07:09:00;2017-07-13 07:15:00;45.0;1;1
1310;Case35;A39;2017-07-13 07:14:00;2017-07-13 07:15:00;45.0;1;1
1306;Case35;A50;2017-07-13 07:18:00;2017-07-13 07:18:00;45.0;1;1
1299;Case35;A7;2017-07-13 07:19:00;2017-07-13 07:19:00;45.0;1;1
1300;Case35;A8;2017-07-13 07:20:00;2017-07-13 07:20:00;45.0;1;1
1307;Case35;A37;2017-07-13 07:21:00;2017-07-13 07:23:00;45.0;1;1
1303;Case35;A11;2017-07-13 07:21:00;2017-07-13 07:50:00;45.0;1;1
1305;Case35;A13;2017-07-13 07:21:00;2017-07-13 07:50:00;45.0;1;1
1314;Case35;A20;2017-07-13 07:22:00;2017-07-13 07:22:00;45.0;1;1
1315;Case35;A21;2017-07-13 07:23:00;2017-07-13 07:29:00;45.0;1;1
1308;Case35;A15;2017-07-13 07:27:00;2017-07-13 07:30:00;45.0;1;1
1316;Case35;A22;2017-07-13 07:30:00;2017-07-13 07:30:00;45.0;1;1
1309;Case35;A16;2017-07-13 07:32:00;2017-07-13 07:32:00;45.0;1;1
1311;Case35;A17;2017-07-13 07:32:00;2017-07-13 07:32:00;45.0;1;1
1327;Case35;A31;2017-07-13 07:32:00;2017-07-13 07:32:00;45.0;1;1
1326;Case35;A30;2017-07-13 07:33:00;2017-07-13 07:53:00;45.0;1;1
1324;Case35;A27;2017-07-13 07:33:00;2017-07-13 07:48:00;45.0;1;1
1317;Case35;A23;2017-07-13 07:34:00;2017-07-13 07:34:00;45.0;1;1
1312;Case35;A18;2017-07-13 07:34:00;2017-07-13 07:47:00;45.0;1;1
1318;Case35;A24;2017-07-13 07:35:00;2017-07-13 07:36:00;45.0;1;1
1319;Case35;A25;2017-07-13 07:36:00;2017-07-13 07:36:00;45.0;1;1
1321;Case35;A42;2017-07-13 07:46:00;2017-07-13 07:48:00;45.0;1;1
1320;Case35;A41;2017-07-13 07:46:00;2017-07-13 07:46:00;45.0;1;1
1322;Case35;A43;2017-07-13 07:49:00;2017-07-13 07:49:00;45.0;1;1
1293;Case35;A34;2017-07-13 07:49:00;2017-07-13 07:49:00;45.0;1;1
1297;Case35;A5;2017-07-13 07:50:00;2017-07-13 07:50:00;45.0;1;1
1313;Case35;A19;2017-07-13 07:52:00;2017-07-13 07:52:00;45.0;1;1
1301;Case35;A9;2017-07-13 07:54:00;2017-07-13 07:54:00;45.0;1;1
1295;Case35;A36;2017-07-13 07:54:00;2017-07-13 07:54:00;45.0;1;1
1290;Case35;A2;2017-07-13 07:56:00;2017-07-13 07:56:00;45.0;1;1
1328;Case35;A32;2017-07-13 07:56:00;2017-07-13 07:56:00;45.0;1;1
72;Case02;A0;2017-07-13 11:19:00;2017-07-13 11:20:00;35.0;1;1
75;Case02;A3;2017-07-13 11:25:00;2017-07-13 11:27:00;35.0;1;1
82;Case02;A6;2017-07-13 11:25:00;2017-07-13 11:25:00;35.0;1;1
73;Case02;A1;2017-07-13 11:25:00;2017-07-13 11:25:00;35.0;1;1
76;Case02;A33;2017-07-13 11:26:00;2017-07-13 11:26:00;35.0;1;1
103;Case02;A26;2017-07-13 11:27:00;2017-07-13 11:32:00;35.0;1;1
78;Case02;A35;2017-07-13 11:27:00;2017-07-13 11:27:00;35.0;1;1
94;Case02;A17;2017-07-13 11:27:00;2017-07-13 11:27:00;35.0;1;1
92;Case02;A14;2017-07-13 11:28:00;2017-07-13 11:28:00;35.0;1;1
80;Case02;A4;2017-07-13 11:29:00;2017-07-13 11:29:00;35.0;1;1
105;Case02;A29;2017-07-13 11:31:00;2017-07-13 11:35:00;35.0;1;1
86;Case02;A10;2017-07-13 11:31:00;2017-07-13 11:46:00;35.0;1;1
97;Case02;A20;2017-07-13 11:31:00;2017-07-13 11:31:00;35.0;1;1
95;Case02;A18;2017-07-13 11:33:00;2017-07-13 11:45:00;35.0;1;1
93;Case02;A15;2017-07-13 11:33:00;2017-07-13 11:36:00;35.0;1;1
98;Case02;A21;2017-07-13 11:33:00;2017-07-13 11:39:00;35.0;1;1
84;Case02;A8;2017-07-13 11:35:00;2017-07-13 11:35:00;35.0;1;1
88;Case02;A12;2017-07-13 11:36:00;2017-07-13 11:39:00;35.0;1;1
99;Case02;A22;2017-07-13 11:40:00;2017-07-13 11:40:00;35.0;1;1
90;Case02;A37;2017-07-13 11:41:00;2017-07-13 11:44:00;35.0;1;1
89;Case02;A13;2017-07-13 11:42:00;2017-07-13 11:52:00;35.0;1;1
104;Case02;A27;2017-07-13 11:43:00;2017-07-13 11:59:00;35.0;1;1
91;Case02;A38;2017-07-13 11:45:00;2017-07-13 11:45:00;35.0;1;1
83;Case02;A7;2017-07-13 11:47:00;2017-07-13 11:47:00;35.0;1;1
107;Case02;A31;2017-07-13 11:48:00;2017-07-13 11:48:00;35.0;1;1
87;Case02;A11;2017-07-13 11:48:00;2017-07-13 12:00:00;35.0;1;1
106;Case02;A30;2017-07-13 11:51:00;2017-07-13 12:06:00;35.0;1;1
96;Case02;A19;2017-07-13 11:54:00;2017-07-13 11:54:00;35.0;1;1
100;Case02;A41;2017-07-13 11:58:00;2017-07-13 11:58:00;35.0;1;1
101;Case02;A42;2017-07-13 11:59:00;2017-07-13 12:01:00;35.0;1;1
77;Case02;A34;2017-07-13 12:01:00;2017-07-13 12:01:00;35.0;1;1
85;Case02;A9;2017-07-13 12:01:00;2017-07-13 12:01:00;35.0;1;1
102;Case02;A43;2017-07-13 12:01:00;2017-07-13 12:01:00;35.0;1;1
81;Case02;A5;2017-07-13 12:03:00;2017-07-13 12:03:00;35.0;1;1
79;Case02;A36;2017-07-13 12:05:00;2017-07-13 12:05:00;35.0;1;1
108;Case02;A32;2017-07-13 12:06:00;2017-07-13 12:06:00;35.0;1;1
74;Case02;A2;2017-07-13 12:06:00;2017-07-13 12:06:00;35.0;1;1
109;Case03;A0;2017-07-13 13:24:00;2017-07-13 13:25:00;45.0;1;1
110;Case03;A1;2017-07-13 13:27:00;2017-07-13 13:27:00;45.0;1;1
112;Case03;A3;2017-07-13 13:27:00;2017-07-13 13:29:00;45.0;1;1
135;Case03;A14;2017-07-13 13:28:00;2017-07-13 13:28:00;45.0;1;1
113;Case03;A33;2017-07-13 13:29:00;2017-07-13 13:29:00;45.0;1;1
115;Case03;A35;2017-07-13 13:29:00;2017-07-13 13:29:00;45.0;1;1
146;Case03;A26;2017-07-13 13:30:00;2017-07-13 13:34:00;45.0;1;1
127;Case03;A48;2017-07-13 13:30:00;2017-07-13 13:30:00;45.0;1;1
117;Case03;A4;2017-07-13 13:31:00;2017-07-13 13:31:00;45.0;1;1
119;Case03;A44;2017-07-13 13:31:00;2017-07-13 13:31:00;45.0;1;1
121;Case03;A6;2017-07-13 13:31:00;2017-07-13 13:31:00;45.0;1;1
123;Case03;A46;2017-07-13 13:31:00;2017-07-13 13:31:00;45.0;1;1
143;Case03;A23;2017-07-13 13:31:00;2017-07-13 13:31:00;45.0;1;1
144;Case03;A24;2017-07-13 13:32:00;2017-07-13 13:34:00;45.0;1;1
129;Case03;A10;2017-07-13 13:33:00;2017-07-13 13:39:00;45.0;1;1
140;Case03;A20;2017-07-13 13:33:00;2017-07-13 13:33:00;45.0;1;1
136;Case03;A15;2017-07-13 13:34:00;2017-07-13 13:36:00;45.0;1;1
141;Case03;A21;2017-07-13 13:34:00;2017-07-13 13:44:00;45.0;1;1
148;Case03;A29;2017-07-13 13:34:00;2017-07-13 13:37:00;45.0;1;1
145;Case03;A25;2017-07-13 13:35:00;2017-07-13 13:35:00;45.0;1;1
122;Case03;A7;2017-07-13 13:36:00;2017-07-13 13:36:00;45.0;1;1
137;Case03;A17;2017-07-13 13:38:00;2017-07-13 13:38:00;45.0;1;1
133;Case03;A37;2017-07-13 13:40:00;2017-07-13 13:43:00;45.0;1;1
131;Case03;A12;2017-07-13 13:40:00;2017-07-13 13:42:00;45.0;1;1
138;Case03;A18;2017-07-13 13:42:00;2017-07-13 13:53:00;45.0;1;1
124;Case03;A47;2017-07-13 13:42:00;2017-07-13 13:42:00;45.0;1;1
132;Case03;A13;2017-07-13 13:43:00;2017-07-13 13:44:00;45.0;1;1
142;Case03;A22;2017-07-13 13:44:00;2017-07-13 13:44:00;45.0;1;1
134;Case03;A38;2017-07-13 13:44:00;2017-07-13 13:44:00;45.0;1;1
130;Case03;A11;2017-07-13 13:46:00;2017-07-13 14:10:00;45.0;1;1
147;Case03;A27;2017-07-13 13:47:00;2017-07-13 14:00:00;45.0;1;1
139;Case03;A19;2017-07-13 13:59:00;2017-07-13 13:59:00;45.0;1;1
120;Case03;A45;2017-07-13 13:59:00;2017-07-13 13:59:00;45.0;1;1
125;Case03;A8;2017-07-13 14:01:00;2017-07-13 14:01:00;45.0;1;1
150;Case03;A31;2017-07-13 14:02:00;2017-07-13 14:02:00;45.0;1;1
114;Case03;A34;2017-07-13 14:02:00;2017-07-13 14:02:00;45.0;1;1
149;Case03;A30;2017-07-13 14:05:00;2017-07-13 14:10:00;45.0;1;1
128;Case03;A49;2017-07-13 14:07:00;2017-07-13 14:07:00;45.0;1;1
116;Case03;A36;2017-07-13 14:10:00;2017-07-13 14:10:00;45.0;1;1
126;Case03;A9;2017-07-13 14:11:00;2017-07-13 14:11:00;45.0;1;1
118;Case03;A5;2017-07-13 14:12:00;2017-07-13 14:12:00;45.0;1;1
111;Case03;A2;2017-07-13 14:13:00;2017-07-13 14:13:00;45.0;1;1
151;Case03;A32;2017-07-13 14:13:00;2017-07-13 14:13:00;45.0;1;1
152;Case04;A0;2017-07-14 10:33:00;2017-07-14 10:37:00;50.0;1;1
174;Case04;A23;2017-07-14 10:35:00;2017-07-14 10:35:00;50.0;1;1
182;Case04;A31;2017-07-14 10:37:00;2017-07-14 10:37:00;50.0;1;1
158;Case04;A6;2017-07-14 10:39:00;2017-07-14 10:39:00;50.0;1;1
153;Case04;A1;2017-07-14 10:39:00;2017-07-14 10:39:00;50.0;1;1
155;Case04;A3;2017-07-14 10:39:00;2017-07-14 10:41:00;50.0;1;1
164;Case04;A12;2017-07-14 10:40:00;2017-07-14 10:50:00;50.0;1;1
177;Case04;A26;2017-07-14 10:40:00;2017-07-14 10:51:00;50.0;1;1
175;Case04;A24;2017-07-14 10:41:00;2017-07-14 10:44:00;50.0;1;1
156;Case04;A4;2017-07-14 10:41:00;2017-07-14 10:41:00;50.0;1;1
162;Case04;A10;2017-07-14 10:42:00;2017-07-14 10:54:00;50.0;1;1
180;Case04;A29;2017-07-14 10:44:00;2017-07-14 10:54:00;50.0;1;1
168;Case04;A17;2017-07-14 10:44:00;2017-07-14 10:44:00;50.0;1;1
160;Case04;A8;2017-07-14 10:45:00;2017-07-14 10:45:00;50.0;1;1
176;Case04;A25;2017-07-14 10:45:00;2017-07-14 10:45:00;50.0;1;1
165;Case04;A14;2017-07-14 10:47:00;2017-07-14 10:47:00;50.0;1;1
179;Case04;A28;2017-07-14 10:48:00;2017-07-14 10:53:00;50.0;1;1
166;Case04;A15;2017-07-14 10:49:00;2017-07-14 10:53:00;50.0;1;1
171;Case04;A20;2017-07-14 10:50:00;2017-07-14 10:50:00;50.0;1;1
169;Case04;A18;2017-07-14 10:50:00;2017-07-14 11:02:00;50.0;1;1
172;Case04;A21;2017-07-14 10:52:00;2017-07-14 10:56:00;50.0;1;1
167;Case04;A16;2017-07-14 10:55:00;2017-07-14 10:55:00;50.0;1;1
159;Case04;A7;2017-07-14 10:56:00;2017-07-14 10:56:00;50.0;1;1
178;Case04;A27;2017-07-14 10:57:00;2017-07-14 11:10:00;50.0;1;1
173;Case04;A22;2017-07-14 10:58:00;2017-07-14 10:58:00;50.0;1;1
163;Case04;A11;2017-07-14 10:59:00;2017-07-14 11:10:00;50.0;1;1
170;Case04;A19;2017-07-14 11:10:00;2017-07-14 11:10:00;50.0;1;1
161;Case04;A9;2017-07-14 11:10:00;2017-07-14 11:10:00;50.0;1;1
157;Case04;A5;2017-07-14 11:11:00;2017-07-14 11:11:00;50.0;1;1
181;Case04;A30;2017-07-14 11:11:00;2017-07-14 11:33:00;50.0;1;1
183;Case04;A32;2017-07-14 11:36:00;2017-07-14 11:36:00;50.0;1;1
154;Case04;A2;2017-07-14 11:36:00;2017-07-14 11:36:00;50.0;1;1
184;Case05;A0;2017-07-17 07:29:00;2017-07-17 07:30:00;;0;1
185;Case05;A1;2017-07-17 07:33:00;2017-07-17 07:33:00;;0;1
187;Case05;A3;2017-07-17 07:34:00;2017-07-17 07:37:00;;0;1
192;Case05;A4;2017-07-17 07:34:00;2017-07-17 07:34:00;;0;1
194;Case05;A6;2017-07-17 07:34:00;2017-07-17 07:34:00;;0;1
208;Case05;A20;2017-07-17 07:35:00;2017-07-17 07:35:00;;0;1
190;Case05;A35;2017-07-17 07:37:00;2017-07-17 07:37:00;;0;1
202;Case05;A14;2017-07-17 07:37:00;2017-07-17 07:37:00;;0;1
217;Case05;A26;2017-07-17 07:38:00;2017-07-17 07:41:00;;0;1
188;Case05;A33;2017-07-17 07:39:00;2017-07-17 07:39:00;;0;1
200;Case05;A12;2017-07-17 07:41:00;2017-07-17 07:45:00;;0;1
209;Case05;A21;2017-07-17 07:42:00;2017-07-17 07:48:00;;0;1
198;Case05;A10;2017-07-17 07:42:00;2017-07-17 07:52:00;;0;1
203;Case05;A15;2017-07-17 07:42:00;2017-07-17 07:50:00;;0;1
210;Case05;A22;2017-07-17 07:48:00;2017-07-17 07:48:00;;0;1
204;Case05;A16;2017-07-17 07:53:00;2017-07-17 07:53:00;;0;1
195;Case05;A7;2017-07-17 07:53:00;2017-07-17 07:53:00;;0;1
205;Case05;A17;2017-07-17 07:53:00;2017-07-17 07:53:00;;0;1
207;Case05;A19;2017-07-17 07:53:00;2017-07-17 07:53:00;;0;1
196;Case05;A8;2017-07-17 07:54:00;2017-07-17 07:54:00;;0;1
199;Case05;A11;2017-07-17 07:55:00;2017-07-17 08:30:00;;0;1
206;Case05;A18;2017-07-17 07:56:00;2017-07-17 08:10:00;;0;1
214;Case05;A41;2017-07-17 08:06:00;2017-07-17 08:06:00;;0;1
215;Case05;A42;2017-07-17 08:07:00;2017-07-17 08:07:00;;0;1
216;Case05;A43;2017-07-17 08:08:00;2017-07-17 08:08:00;;0;1
218;Case05;A27;2017-07-17 08:12:00;2017-07-17 08:23:00;;0;1
220;Case05;A30;2017-07-17 08:12:00;2017-07-17 08:30:00;;0;1
221;Case05;A31;2017-07-17 08:16:00;2017-07-17 08:16:00;;0;1
201;Case05;A13;2017-07-17 08:17:00;2017-07-17 08:20:00;;0;1
219;Case05;A29;2017-07-17 08:20:00;2017-07-17 08:22:00;;0;1
211;Case05;A23;2017-07-17 08:22:00;2017-07-17 08:22:00;;0;1
212;Case05;A24;2017-07-17 08:23:00;2017-07-17 08:24:00;;0;1
213;Case05;A25;2017-07-17 08:24:00;2017-07-17 08:24:00;;0;1
189;Case05;A34;2017-07-17 08:27:00;2017-07-17 08:27:00;;0;1
193;Case05;A5;2017-07-17 08:30:00;2017-07-17 08:30:00;;0;1
197;Case05;A9;2017-07-17 08:30:00;2017-07-17 08:30:00;;0;1
191;Case05;A36;2017-07-17 08:35:00;2017-07-17 08:35:00;;0;1
222;Case05;A32;2017-07-17 08:42:00;2017-07-17 08:42:00;;0;1
186;Case05;A2;2017-07-17 08:42:00;2017-07-17 08:42:00;;0;1
299;Case08;A0;2017-07-17 11:08:00;2017-07-17 11:10:00;;0;1
303;Case08;A4;2017-07-17 11:08:00;2017-07-17 11:08:00;;0;1
305;Case08;A6;2017-07-17 11:10:00;2017-07-17 11:10:00;;0;1
300;Case08;A1;2017-07-17 11:12:00;2017-07-17 11:12:00;;0;1
302;Case08;A3;2017-07-17 11:12:00;2017-07-17 11:14:00;;0;1
311;Case08;A12;2017-07-17 11:13:00;2017-07-17 11:19:00;;0;1
322;Case08;A23;2017-07-17 11:13:00;2017-07-17 11:13:00;;0;1
323;Case08;A24;2017-07-17 11:14:00;2017-07-17 11:15:00;;0;1
325;Case08;A26;2017-07-17 11:14:00;2017-07-17 11:18:00;;0;1
316;Case08;A17;2017-07-17 11:14:00;2017-07-17 11:14:00;;0;1
313;Case08;A14;2017-07-17 11:17:00;2017-07-17 11:17:00;;0;1
324;Case08;A25;2017-07-17 11:17:00;2017-07-17 11:17:00;;0;1
309;Case08;A10;2017-07-17 11:17:00;2017-07-17 11:24:00;;0;1
317;Case08;A18;2017-07-17 11:18:00;2017-07-17 11:25:00;;0;1
319;Case08;A20;2017-07-17 11:20:00;2017-07-17 11:20:00;;0;1
314;Case08;A15;2017-07-17 11:20:00;2017-07-17 11:24:00;;0;1
320;Case08;A21;2017-07-17 11:21:00;2017-07-17 11:26:00;;0;1
306;Case08;A7;2017-07-17 11:25:00;2017-07-17 11:25:00;;0;1
315;Case08;A16;2017-07-17 11:27:00;2017-07-17 11:27:00;;0;1
321;Case08;A22;2017-07-17 11:28:00;2017-07-17 11:28:00;;0;1
307;Case08;A8;2017-07-17 11:31:00;2017-07-17 11:31:00;;0;1
318;Case08;A19;2017-07-17 11:31:00;2017-07-17 11:31:00;;0;1
327;Case08;A29;2017-07-17 11:31:00;2017-07-17 11:33:00;;0;1
326;Case08;A27;2017-07-17 11:33:00;2017-07-17 11:47:00;;0;1
310;Case08;A11;2017-07-17 11:37:00;2017-07-17 11:48:00;;0;1
329;Case08;A31;2017-07-17 11:44:00;2017-07-17 11:44:00;;0;1
328;Case08;A30;2017-07-17 11:46:00;2017-07-17 12:19:00;;0;1
308;Case08;A9;2017-07-17 11:49:00;2017-07-17 11:49:00;;0;1
312;Case08;A13;2017-07-17 11:51:00;2017-07-17 11:53:00;;0;1
304;Case08;A5;2017-07-17 12:18:00;2017-07-17 12:18:00;;0;1
330;Case08;A32;2017-07-17 12:25:00;2017-07-17 12:25:00;;0;1
301;Case08;A2;2017-07-17 12:25:00;2017-07-17 12:25:00;;0;1
258;Case07;A0;2017-07-17 12:50:00;2017-07-17 12:51:00;45.0;1;1
265;Case07;A4;2017-07-17 12:55:00;2017-07-17 12:55:00;45.0;1;1
269;Case07;A6;2017-07-17 12:56:00;2017-07-17 12:56:00;45.0;1;1
259;Case07;A1;2017-07-17 12:58:00;2017-07-17 12:58:00;45.0;1;1
287;Case07;A23;2017-07-17 12:59:00;2017-07-17 12:59:00;45.0;1;1
261;Case07;A3;2017-07-17 12:59:00;2017-07-17 13:00:00;45.0;1;1
288;Case07;A24;2017-07-17 13:00:00;2017-07-17 13:02:00;45.0;1;1
293;Case07;A26;2017-07-17 13:01:00;2017-07-17 13:05:00;45.0;1;1
262;Case07;A33;2017-07-17 13:01:00;2017-07-17 13:01:00;45.0;1;1
289;Case07;A25;2017-07-17 13:02:00;2017-07-17 13:02:00;45.0;1;1
279;Case07;A14;2017-07-17 13:02:00;2017-07-17 13:02:00;45.0;1;1
273;Case07;A10;2017-07-17 13:03:00;2017-07-17 13:12:00;45.0;1;1
295;Case07;A29;2017-07-17 13:04:00;2017-07-17 13:08:00;45.0;1;1
275;Case07;A12;2017-07-17 13:04:00;2017-07-17 13:09:00;45.0;1;1
280;Case07;A15;2017-07-17 13:05:00;2017-07-17 13:08:00;45.0;1;1
284;Case07;A20;2017-07-17 13:05:00;2017-07-17 13:05:00;45.0;1;1
271;Case07;A8;2017-07-17 13:06:00;2017-07-17 13:06:00;45.0;1;1
285;Case07;A21;2017-07-17 13:06:00;2017-07-17 13:14:00;45.0;1;1
281;Case07;A17;2017-07-17 13:06:00;2017-07-17 13:06:00;45.0;1;1
291;Case07;A42;2017-07-17 13:07:00;2017-07-17 13:08:00;45.0;1;1
290;Case07;A41;2017-07-17 13:07:00;2017-07-17 13:07:00;45.0;1;1
292;Case07;A43;2017-07-17 13:08:00;2017-07-17 13:08:00;45.0;1;1
277;Case07;A37;2017-07-17 13:10:00;2017-07-17 13:18:00;45.0;1;1
282;Case07;A18;2017-07-17 13:13:00;2017-07-17 13:20:00;45.0;1;1
270;Case07;A7;2017-07-17 13:13:00;2017-07-17 13:13:00;45.0;1;1
286;Case07;A22;2017-07-17 13:15:00;2017-07-17 13:15:00;45.0;1;1
274;Case07;A11;2017-07-17 13:18:00;2017-07-17 13:45:00;45.0;1;1
267;Case07;A44;2017-07-17 13:18:00;2017-07-17 13:18:00;45.0;1;1
294;Case07;A27;2017-07-17 13:19:00;2017-07-17 13:28:00;45.0;1;1
278;Case07;A38;2017-07-17 13:20:00;2017-07-17 13:20:00;45.0;1;1
276;Case07;A13;2017-07-17 13:20:00;2017-07-17 13:40:00;45.0;1;1
268;Case07;A45;2017-07-17 13:22:00;2017-07-17 13:22:00;45.0;1;1
297;Case07;A31;2017-07-17 13:23:00;2017-07-17 13:23:00;45.0;1;1
283;Case07;A19;2017-07-17 13:24:00;2017-07-17 13:24:00;45.0;1;1
263;Case07;A34;2017-07-17 13:32:00;2017-07-17 13:32:00;45.0;1;1
296;Case07;A30;2017-07-17 13:34:00;2017-07-17 13:48:00;45.0;1;1
264;Case07;A36;2017-07-17 13:36:00;2017-07-17 13:36:00;45.0;1;1
272;Case07;A9;2017-07-17 13:45:00;2017-07-17 13:45:00;45.0;1;1
266;Case07;A5;2017-07-17 13:47:00;2017-07-17 13:47:00;45.0;1;1
298;Case07;A32;2017-07-17 13:50:00;2017-07-17 13:50:00;45.0;1;1
260;Case07;A2;2017-07-17 13:50:00;2017-07-17 13:50:00;45.0;1;1
223;Case06;A0;2017-07-17 14:43:00;2017-07-17 14:45:00;45.0;1;1
224;Case06;A1;2017-07-17 14:47:00;2017-07-17 14:47:00;45.0;1;1
226;Case06;A3;2017-07-17 14:47:00;2017-07-17 14:48:00;45.0;1;1
227;Case06;A35;2017-07-17 14:48:00;2017-07-17 14:48:00;45.0;1;1
246;Case06;A20;2017-07-17 14:48:00;2017-07-17 14:48:00;45.0;1;1
229;Case06;A4;2017-07-17 14:48:00;2017-07-17 14:48:00;45.0;1;1
252;Case06;A26;2017-07-17 14:49:00;2017-07-17 14:57:00;45.0;1;1
231;Case06;A6;2017-07-17 14:49:00;2017-07-17 14:49:00;45.0;1;1
237;Case06;A12;2017-07-17 14:51:00;2017-07-17 15:03:00;45.0;1;1
239;Case06;A50;2017-07-17 14:51:00;2017-07-17 14:51:00;45.0;1;1
235;Case06;A10;2017-07-17 14:51:00;2017-07-17 14:56:00;45.0;1;1
233;Case06;A8;2017-07-17 14:52:00;2017-07-17 14:52:00;45.0;1;1
240;Case06;A37;2017-07-17 14:54:00;2017-07-17 14:57:00;45.0;1;1
244;Case06;A18;2017-07-17 14:56:00;2017-07-17 15:18:00;45.0;1;1
243;Case06;A17;2017-07-17 14:56:00;2017-07-17 14:56:00;45.0;1;1
247;Case06;A21;2017-07-17 14:58:00;2017-07-17 15:04:00;45.0;1;1
241;Case06;A15;2017-07-17 15:03:00;2017-07-17 15:07:00;45.0;1;1
232;Case06;A7;2017-07-17 15:04:00;2017-07-17 15:04:00;45.0;1;1
248;Case06;A22;2017-07-17 15:05:00;2017-07-17 15:05:00;45.0;1;1
242;Case06;A16;2017-07-17 15:11:00;2017-07-17 15:11:00;45.0;1;1
249;Case06;A23;2017-07-17 15:12:00;2017-07-17 15:12:00;45.0;1;1
250;Case06;A24;2017-07-17 15:13:00;2017-07-17 15:15:00;45.0;1;1
238;Case06;A13;2017-07-17 15:13:00;2017-07-17 15:23:00;45.0;1;1
254;Case06;A29;2017-07-17 15:13:00;2017-07-17 15:18:00;45.0;1;1
236;Case06;A11;2017-07-17 15:14:00;2017-07-17 15:33:00;45.0;1;1
251;Case06;A25;2017-07-17 15:16:00;2017-07-17 15:16:00;45.0;1;1
256;Case06;A31;2017-07-17 15:18:00;2017-07-17 15:18:00;45.0;1;1
245;Case06;A19;2017-07-17 15:21:00;2017-07-17 15:21:00;45.0;1;1
253;Case06;A27;2017-07-17 15:22:00;2017-07-17 15:37:00;45.0;1;1
255;Case06;A30;2017-07-17 15:28:00;2017-07-17 15:38:00;45.0;1;1
234;Case06;A9;2017-07-17 15:33:00;2017-07-17 15:33:00;45.0;1;1
